date,home,away,ftr,open_src,close_src,q_open_H,q_open_D,q_open_A,q_close_H,q_close_D,q_close_A,model_H,model_D,model_A,rps_close,rps_model,alpha_close,clv_model
2020-10-31,Burnley,Chelsea,A,PS,PSC,0.15406142300528206,0.22179229917844712,0.6241462778162709,0.1744446246148857,0.22730663207394194,0.5982487433111724,0.2443883804935176,0.23151194824177532,0.5240996712647071,0.09591749965404031,0.1431034017053021,-0.0471859020512618,-0.0142765436756217
2020-10-31,Liverpool,West Ham,H,PS,PSC,0.6956501915010032,0.18306583986868502,0.12128396863031188,0.6781890927441157,0.18426269689651445,0.13754821035936995,0.43308369486384435,0.1998239867599044,0.3670923183762513,0.061240885100960436,0.22807543362004085,-0.16683454851908042,-0.15293314031413408
2020-11-01,Aston Villa,Southampton,A,PS,PSC,0.3875272947012134,0.26356022999840584,0.3489124753003807,0.36483488432330163,0.2756757974240678,0.3594893182526305,0.6281984090239853,0.19317860139990498,0.17862298957610978,0.2716792131258384,0.534646717176577,-0.26296750405073854,-0.1500964198840411
2020-11-01,Newcastle,Everton,H,PS,PSC,0.25635866232074805,0.275081485973387,0.46855985170586495,0.2934929104710562,0.28579193031292344,0.42071515921602043,0.342419441459659,0.22540544920428765,0.4321751093360533,0.33807675637441015,0.30959375804992817,0.02848299832448198,-0.005973724769219535
2020-11-01,Man United,Arsenal,A,PS,PSC,0.4780284049106795,0.2592482090124056,0.262723386076915,0.4849094298076826,0.2683608351264435,0.24672973506587378,0.39467494529634023,0.2327257068467229,0.3725993478569369,0.4012766235751702,0.27469994537710496,0.12657667819806523,-0.03566744740702199
2020-11-01,Tottenham,Brighton,H,PS,PSC,0.5934162090398889,0.22984430631826683,0.1767394846418442,0.6066873259136893,0.22402903548647704,0.16928363859983364,0.7133519731290958,0.1493915915530415,0.13725643531786275,0.09167590494726174,0.050503210172574614,0.04117269477468713,-0.02763961644094637
2020-11-02,Fulham,West Brom,H,PS,PSC,0.39751821927376907,0.2887852945900617,0.3136964861361692,0.39613100136148055,0.29590508535435894,0.30796391328416045,0.4455619394645218,0.23831422278143616,0.31612383775404196,0.2297497697009911,0.20366792188334323,0.026081847817647857,-0.009270832786029803
2020-11-02,Leeds,Leicester,A,PS,PSC,0.3790887872211324,0.2689972490144473,0.35191396376442036,0.40533322542791245,0.2643952575567515,0.330271517015336,0.44730566995476523,0.2199380140180148,0.33275631602721994,0.3064156322783671,0.3226482480876242,-0.01623261580925711,-0.004653591239506483
2020-11-06,Brighton,Burnley,D,PS,PSC,0.5084648717988831,0.27958324859596706,0.21195187960514994,0.49283847631013944,0.286768587092742,0.22039293659711856,0.6354062808222928,0.20233095108801225,0.16226276808969498,0.1457314051168007,0.21503517380827428,-0.06930376869147359,-0.041777731124666984
2020-11-06,Southampton,Newcastle,H,PS,PSC,0.47126373776961655,0.270781374188067,0.2579548880423164,0.44507365314602365,0.28217926136059135,0.272747085493385,0.5475199937391703,0.20912071557550416,0.2433592906853257,0.19116711153891774,0.13198095021433265,0.059186161324585096,-0.022048887299030318
2020-11-07,Everton,Man United,A,PS,PSC,0.3291910313370937,0.2687641844889148,0.4020447841739915,0.29427648305464615,0.2662882305902097,0.43943528635514423,0.6681934887894816,0.1664037588861785,0.16540275232433993,0.20041572333137533,0.5715175521442231,-0.3711018288128477,-0.30963086466331347
2020-11-07,Crystal Palace,Leeds,H,PS,PSC,0.32833138646778687,0.2821008176835295,0.3895677958486836,0.3392913936772469,0.27466446154824753,0.3860441447745054,0.4133501935273149,0.23462953747484996,0.35202026899783523,0.29278297209181703,0.2340381326098735,0.058744839481943534,-0.011604790857514313
2020-11-07,Chelsea,Sheffield United,H,PS,PSC,0.6920751868542359,0.19285099080325546,0.11507382234250854,0.6997166344022668,0.1884895584920835,0.11179380710564954,0.7252645147262434,0.17768824390163682,0.09704724137211988,0.05133397748093854,0.04244887696327249,0.008885100517666049,-0.001705858279777095
2020-11-07,West Ham,Fulham,H,PS,PSC,0.5287951703954055,0.24579675005816587,0.22540807954642864,0.5152081649151172,0.2471958367016977,0.23759599838318518,0.6756058064065147,0.18094637440835953,0.14344781918512578,0.1457374909063353,0.0629044348330681,0.08283305607326721,-0.05686609316248448
2020-11-08,West Brom,Tottenham,A,PS,PSC,0.14811788913096105,0.21901476640038733,0.6328673444686518,0.1418965330248364,0.20727136883458058,0.650832098140583,0.15930740591434003,0.17829670246996285,0.6623958916156971,0.07102642488668796,0.0696776917885582,0.001348733098129759,-0.0026201317380437628
2020-11-08,Leicester,Wolves,H,PS,PSC,0.39737837665909537,0.3096292083116611,0.29299241502924345,0.39737837665909537,0.3096292083116611,0.29299241502924345,0.6073351539943881,0.2112585967137992,0.1814062492918128,0.22449868809134782,0.0935469542853671,0.1309517338059807,-0.09026708307613118
2020-11-08,Man City,Liverpool,D,PS,PSC,0.49067996849566814,0.23365712785508005,0.2756629036492518,0.5041595900860704,0.235758081694925,0.26008232821900457,0.4925930524056364,0.20626260467688126,0.30114434291748243,0.16090985486378628,0.16666791527475214,-0.005758060410965854,-0.004444186615621959
2020-11-08,Arsenal,Aston Villa,A,PS,PSC,0.5759685366845984,0.23823516115907958,0.18579630215632206,0.58899789040498,0.21347958473193596,0.19752252486308416,0.4073304966031258,0.24349021679764563,0.34917928659922853,0.49544430650181814,0.2947428672272191,0.20070143927459905,-0.07476385139385022
2020-11-21,Newcastle,Chelsea,A,PS,PSC,0.1450063530297951,0.21200494998282404,0.6429886969873809,0.13325598066676025,0.1977259794103953,0.6690180399228443,0.2650500332835381,0.2200979293369416,0.5148520373795203,0.06365310713998787,0.15281003288920353,-0.08915692574921566,-0.06090809548717713
2020-11-21,Aston Villa,Brighton,A,PS,PSC,0.4366863905325444,0.26508875739644977,0.2982248520710059,0.4076655052264809,0.2787456445993031,0.313588850174216,0.7157334840989547,0.1555740571475631,0.12869245875348231,0.31867571537835837,0.6357256258467404,-0.31704991046838205,-0.21067803340963365
2020-11-21,Tottenham,Man City,H,PS,PSC,0.23058496391749478,0.23222808717581425,0.5371869489066912,0.22742426006010846,0.23228606134405377,0.5402896785958378,0.6253997570709959,0.19985453681770735,0.17474570611129672,0.4443931053704323,0.08543070190340227,0.35896240346703,-0.4147087489852259
2020-11-21,Man United,West Brom,H,PS,PSC,0.7260921985068811,0.17690246290894926,0.09700533858416958,0.7316596580595521,0.16894224743388966,0.09939809450655816,0.6674006334085008,0.18104421075827254,0.15155515583322665,0.040943260152125585,0.06679565195835005,-0.025852391806224465,-0.013409435490349453
2020-11-22,Fulham,Everton,A,PS,PSC,0.2406483790523691,0.25311720698254364,0.5062344139650873,0.23013405500660833,0.25084020391465794,0.5190257410787338,0.28855225090154657,0.227411533857938,0.48403621524051543,0.14214896050932296,0.1747405143418404,-0.03259155383251744,-0.008357602812637754
2020-11-22,Sheffield United,West Ham,A,PS,PSC,0.30674662668665664,0.2974512743628186,0.39580209895052476,0.31667611873831975,0.30108590981581784,0.38223797144586247,0.20100490632048432,0.25150256448314573,0.5474925291963699,0.2409568440512448,0.12258299174900239,0.1183738523022424,-0.06036691323227328
2020-11-22,Leeds,Arsenal,D,PS,PSC,0.30850311716691303,0.2554791439038499,0.43601773892923706,0.27336053270747485,0.2515760172474961,0.4750634500450291,0.4493612183859378,0.23694481109219573,0.3136939705218665,0.15020563120540012,0.15016470586553404,4.092533986607694e-05,-0.07255930019122125
